Indicator,Time Period,Parent Code,Parent Name,Area Code,Area Name,Value,Lower CI,Upper CI,Count,Denominator,Sex,Age,Note
Infant mortality,2009 - 11,,,E12000006,East of England region,3.83,3.57,4.10,833.00,217556.00,Persons,< 1 yr,
Infant mortality,2009 - 11,,,E12000007,London region,4.34,4.14,4.56,1717.00,395196.00,Persons,< 1 yr,
Infant mortality,2009 - 11,,,E12000008,South East region,3.58,3.38,3.80,1137.00,317235.00,Persons,< 1 yr,
Infant mortality,2009 - 11,,,E12000009,South West region,3.49,3.22,3.78,626.00,179276.00,Persons,< 1 yr,
Infant mortality,2010 - 12,,,E12000001,North East region,3.57,3.19,3.98,327.00,91644.00,Persons,< 1 yr,
Infant mortality,2010 - 12,,,E12000002,North West region,4.33,4.09,4.59,1158.00,267162.00,Persons,< 1 yr,
Infant mortality,2010 - 12,,,E12000003,Yorkshire and the Humber region,4.62,4.33,4.93,928.00,200828.00,Persons,< 1 yr,
Infant mortality,2010 - 12,,,E12000004,East Midlands region,4.10,3.79,4.42,681.00,166256.00,Persons,< 1 yr,
Infant mortality,2010 - 12,,,E12000005,West Midlands region,5.42,5.12,5.74,1188.00,219052.00,Persons,< 1 yr,
Infant mortality,2010 - 12,,,E12000006,East of England region,3.78,3.53,4.05,835.00,220792.00,Persons,< 1 yr,
Infant mortality,2010 - 12,,,E12000007,London region,4.14,3.94,4.35,1657.00,400140.00,Persons,< 1 yr,
Infant mortality,2010 - 12,,,E12000008,South East region,3.43,3.23,3.64,1103.00,321423.00,Persons,< 1 yr,
Infant mortality,2010 - 12,,,E12000009,South West region,3.45,3.18,3.73,628.00,182068.00,Persons,< 1 yr,
Infant mortality,2011 - 13,,,E12000001,North East region,3.31,2.94,3.71,297.00,89779.00,Persons,< 1 yr,
Infant mortality,2011 - 13,,,E12000002,North West region,4.23,3.99,4.48,1118.00,264335.00,Persons,< 1 yr,
Infant mortality,2011 - 13,,,E12000003,Yorkshire and the Humber region,4.26,3.98,4.56,845.00,198419.00,Persons,< 1 yr,
Infant mortality,2011 - 13,,,E12000004,East Midlands region,4.20,3.90,4.53,689.00,163920.00,Persons,< 1 yr,
Infant mortality,2011 - 13,,,E12000005,West Midlands region,5.40,5.10,5.72,1178.00,218147.00,Persons,< 1 yr,
Infant mortality,2011 - 13,,,E12000006,East of England region,3.66,3.41,3.92,802.00,219102.00,Persons,< 1 yr,
Infant mortality,2011 - 13,,,E12000007,London region,3.84,3.65,4.04,1520.00,395362.00,Persons,< 1 yr,
Infant mortality,2011 - 13,,,E12000008,South East region,3.34,3.14,3.54,1058.00,317178.00,Persons,< 1 yr,
Infant mortality,2011 - 13,,,E12000009,South West region,3.54,3.27,3.82,639.00,180634.00,Persons,< 1 yr,
Smoking related deaths,2007 - 09,,,E12000001,North East region,409.47,403.25,415.77,16828.44,4447709.00,Persons,35+ yrs,
Smoking related deaths,2007 - 09,,,E12000002,North West region,381.31,377.58,385.06,40808.34,11752890.00,Persons,35+ yrs,
Smoking related deaths,2007 - 09,,,E12000003,Yorkshire and the Humber region,364.67,360.47,368.91,29245.67,8713134.00,Persons,35+ yrs,
Smoking related deaths,2007 - 09,,,E12000004,East Midlands region,308.91,304.77,313.10,21592.48,7634175.00,Persons,35+ yrs,
Smoking related deaths,2007 - 09,,,E12000005,West Midlands region,311.05,307.29,314.85,26562.62,9199173.00,Persons,35+ yrs,
Smoking related deaths,2007 - 09,,,E12000006,East of England region,279.38,275.98,282.82,26086.90,9867231.00,Persons,35+ yrs,
Smoking related deaths,2007 - 09,,,E12000007,London region,303.02,299.33,306.74,26312.95,11302669.00,Persons,35+ yrs,
Smoking related deaths,2007 - 09,,,E12000008,South East region,271.38,268.61,274.17,37213.02,14486588.00,Persons,35+ yrs,
Smoking related deaths,2007 - 09,,,E12000009,South West region,268.89,265.58,272.22,25653.96,9310858.00,Persons,35+ yrs,
Smoking related deaths,2008 - 10,,,E12000001,North East region,394.51,388.44,400.65,16423.42,4464132.00,Persons,35+ yrs,
Smoking related deaths,2008 - 10,,,E12000002,North West region,372.72,369.07,376.40,40442.36,11817335.00,Persons,35+ yrs,
Smoking related deaths,2008 - 10,,,E12000003,Yorkshire and the Humber region,354.41,350.30,358.56,28827.20,8769666.00,Persons,35+ yrs,
Smoking related deaths,2008 - 10,,,E12000004,East Midlands region,302.86,298.79,306.96,21565.35,7704218.00,Persons,35+ yrs,
Smoking related deaths,2008 - 10,,,E12000005,West Midlands region,301.62,297.95,305.32,26186.09,9265320.00,Persons,35+ yrs,
Smoking related deaths,2008 - 10,,,E12000006,East of England region,274.46,271.12,277.83,26114.81,9968093.00,Persons,35+ yrs,
Smoking related deaths,2008 - 10,,,E12000007,London region,293.35,289.74,296.99,25770.29,11460110.00,Persons,35+ yrs,
Smoking related deaths,2008 - 10,,,E12000008,South East region,266.38,263.66,269.12,37180.04,14639353.00,Persons,35+ yrs,
Smoking related deaths,2008 - 10,,,E12000009,South West region,264.06,260.81,267.35,25575.50,9376535.00,Persons,35+ yrs,
Smoking related deaths,2009 - 11,,,E12000001,North East region,380.50,374.59,386.47,16078.67,4478662.00,Persons,35+ yrs,
Smoking related deaths,2009 - 11,,,E12000002,North West region,359.15,355.59,362.73,39566.48,11876140.00,Persons,35+ yrs,
Smoking related deaths,2009 - 11,,,E12000003,Yorkshire and the Humber region,344.71,340.70,348.77,28466.64,8819877.00,Persons,35+ yrs,
Smoking related deaths,2009 - 11,,,E12000004,East Midlands region,291.36,287.41,295.34,21137.21,7763655.00,Persons,35+ yrs,
Smoking related deaths,2009 - 11,,,E12000005,West Midlands region,289.34,285.79,292.94,25540.19,9324970.00,Persons,35+ yrs,
Smoking related deaths,2009 - 11,,,E12000006,East of England region,266.91,263.65,270.20,25894.85,10060549.00,Persons,35+ yrs,
Smoking related deaths,2009 - 11,,,E12000007,London region,282.83,279.31,286.38,25168.10,11630658.00,Persons,35+ yrs,
Smoking related deaths,2009 - 11,,,E12000008,South East region,259.65,256.99,262.33,36946.38,14780006.00,Persons,35+ yrs,
Smoking related deaths,2009 - 11,,,E12000009,South West region,256.24,253.06,259.45,25209.52,9435387.00,Persons,35+ yrs,
Smoking related deaths,2010 - 12,,,E12000001,North East region,372.77,366.98,378.63,16003.80,4490103.00,Persons,35+ yrs,
Smoking related deaths,2010 - 12,,,E12000002,North West region,351.99,348.50,355.50,39382.73,11925856.00,Persons,35+ yrs,
Smoking related deaths,2010 - 12,,,E12000003,Yorkshire and the Humber region,338.62,334.67,342.60,28397.55,8863062.00,Persons,35+ yrs,
Smoking related deaths,2010 - 12,,,E12000004,East Midlands region,285.48,281.62,289.38,21121.18,7816092.00,Persons,35+ yrs,
Smoking related deaths,2010 - 12,,,E12000005,West Midlands region,285.76,282.26,289.30,25658.76,9378439.00,Persons,35+ yrs,
Smoking related deaths,2010 - 12,,,E12000006,East of England region,262.21,259.02,265.44,25964.89,10149344.00,Persons,35+ yrs,
Smoking related deaths,2010 - 12,,,E12000007,London region,279.31,275.83,282.81,25218.25,11806111.00,Persons,35+ yrs,
Smoking related deaths,2010 - 12,,,E12000008,South East region,255.76,253.15,258.39,37144.60,14919374.00,Persons,35+ yrs,
Smoking related deaths,2010 - 12,,,E12000009,South West region,252.46,249.34,255.62,25266.44,9496879.00,Persons,35+ yrs,
Smoking related deaths,2011 - 13,,,E12000001,North East region,371.90,366.16,377.71,16195.97,4498255.00,Persons,35+ yrs,
Smoking related deaths,2011 - 13,,,E12000002,North West region,346.67,343.24,350.13,39382.06,11965536.00,Persons,35+ yrs,
Smoking related deaths,2011 - 13,,,E12000003,Yorkshire and the Humber region,336.62,332.72,340.56,28634.83,8899761.00,Persons,35+ yrs,
Smoking related deaths,2011 - 13,,,E12000004,East Midlands region,282.38,278.58,286.22,21278.79,7863303.00,Persons,35+ yrs,
Smoking related deaths,2011 - 13,,,E12000005,West Midlands region,283.13,279.68,286.62,25852.56,9425820.00,Persons,35+ yrs,
Smoking related deaths,2011 - 13,,,E12000006,East of England region,258.15,255.01,261.32,26110.90,10235771.00,Persons,35+ yrs,
Smoking related deaths,2011 - 13,,,E12000007,London region,275.93,272.51,279.38,25338.43,12009806.00,Persons,35+ yrs,
Smoking related deaths,2011 - 13,,,E12000008,South East region,252.65,250.09,255.24,37423.89,15052961.00,Persons,35+ yrs,
Smoking related deaths,2011 - 13,,,E12000009,South West region,250.22,247.14,253.33,25488.25,9558553.00,Persons,35+ yrs,
Suicide rate,2001 - 03,,,E12000001,North East region,10.12,9.41,10.87,758.00,7621151.00,Persons,All ages,
Suicide rate,2001 - 03,,,E12000002,North West region,10.03,9.59,10.48,1993.00,20372525.00,Persons,All ages,
Suicide rate,2001 - 03,,,E12000003,Yorkshire and the Humber region,8.98,8.50,9.48,1317.00,15003068.00,Persons,All ages,
Suicide rate,2001 - 03,,,E12000004,East Midlands region,9.11,8.58,9.66,1132.00,12666455.00,Persons,All ages,
Suicide rate,2001 - 03,,,E12000005,West Midlands region,9.36,8.88,9.86,1448.00,15907445.00,Persons,All ages,
Suicide rate,2001 - 03,,,E12000006,East of England region,8.57,8.11,9.04,1355.00,16307284.00,Persons,All ages,
Suicide rate,2001 - 03,,,E12000007,London region,9.05,8.63,9.49,1915.00,22093891.00,Persons,All ages,
Suicide rate,2001 - 03,,,E12000008,South East region,8.99,8.61,9.38,2115.00,24156565.00,Persons,All ages,
Suicide rate,2001 - 03,,,E12000009,South West region,9.33,8.84,9.84,1369.00,14926146.00,Persons,All ages,
Suicide rate,2002 - 04,,,E12000001,North East region,10.72,9.99,11.49,803.00,7621563.00,Persons,All ages,
Suicide rate,2002 - 04,,,E12000002,North West region,9.60,9.17,10.04,1913.00,20439909.00,Persons,All ages,
Suicide rate,2002 - 04,,,E12000003,Yorkshire and the Humber region,9.14,8.65,9.64,1347.00,15089624.00,Persons,All ages,
Suicide rate,2002 - 04,,,E12000004,East Midlands region,9.01,8.49,9.56,1121.00,12768309.00,Persons,All ages,
Suicide rate,2002 - 04,,,E12000005,West Midlands region,8.89,8.42,9.37,1383.00,15973094.00,Persons,All ages,
Suicide rate,2002 - 04,,,E12000006,East of England region,8.56,8.11,9.03,1368.00,16415385.00,Persons,All ages,
Suicide rate,2002 - 04,,,E12000007,London region,8.97,8.55,9.40,1912.00,22204218.00,Persons,All ages,
Suicide rate,2002 - 04,,,E12000008,South East region,8.95,8.57,9.34,2120.00,24266216.00,Persons,All ages,
Suicide rate,2002 - 04,,,E12000009,South West region,9.42,8.93,9.93,1392.00,15021066.00,Persons,All ages,
Suicide rate,2003 - 05,,,E12000001,North East region,10.77,10.03,11.54,805.00,7628090.00,Persons,All ages,
Suicide rate,2003 - 05,,,E12000002,North West region,9.71,9.28,10.16,1950.00,20525050.00,Persons,All ages,
Suicide rate,2003 - 05,,,E12000003,Yorkshire and the Humber region,9.27,8.78,9.78,1375.00,15197921.00,Persons,All ages,
Suicide rate,2003 - 05,,,E12000004,East Midlands region,8.94,8.42,9.48,1124.00,12875668.00,Persons,All ages,
Suicide rate,2003 - 05,,,E12000005,West Midlands region,8.64,8.18,9.12,1341.00,16052538.00,Persons,All ages,
Suicide rate,2003 - 05,,,E12000006,East of England region,8.33,7.89,8.79,1348.00,16545350.00,Persons,All ages,
Suicide rate,2003 - 05,,,E12000007,London region,8.96,8.54,9.40,1902.00,22346556.00,Persons,All ages,
Suicide rate,2003 - 05,,,E12000008,South East region,8.74,8.37,9.13,2091.00,24423920.00,Persons,All ages,
Suicide rate,2003 - 05,,,E12000009,South West region,9.32,8.83,9.82,1392.00,15131058.00,Persons,All ages,
Suicide rate,2004 - 06,,,E12000001,North East region,10.12,9.41,10.86,761.00,7640197.00,Persons,All ages,
Suicide rate,2004 - 06,,,E12000002,North West region,9.65,9.23,10.09,1950.00,20611975.00,Persons,All ages,
Suicide rate,2004 - 06,,,E12000003,Yorkshire and the Humber region,9.10,8.62,9.60,1356.00,15305623.00,Persons,All ages,
Suicide rate,2004 - 06,,,E12000004,East Midlands region,8.70,8.19,9.23,1109.00,12987264.00,Persons,All ages,
Suicide rate,2004 - 06,,,E12000005,West Midlands region,8.24,7.79,8.71,1285.00,16142584.00,Persons,All ages,
Suicide rate,2004 - 06,,,E12000006,East of England region,8.11,7.68,8.56,1322.00,16677511.00,Persons,All ages,
Suicide rate,2004 - 06,,,E12000007,London region,8.65,8.24,9.08,1830.00,22549564.00,Persons,All ages,
Suicide rate,2004 - 06,,,E12000008,South East region,8.56,8.20,8.94,2063.00,24606857.00,Persons,All ages,
Suicide rate,2004 - 06,,,E12000009,South West region,9.26,8.78,9.76,1394.00,15244245.00,Persons,All ages,
Suicide rate,2005 - 07,,,E12000001,North East region,9.03,8.36,9.74,685.00,7661740.00,Persons,All ages,
Suicide rate,2005 - 07,,,E12000002,North West region,9.59,9.16,10.03,1951.00,20700883.00,Persons,All ages,
Suicide rate,2005 - 07,,,E12000003,Yorkshire and the Humber region,8.68,8.22,9.17,1310.00,15406562.00,Persons,All ages,
Suicide rate,2005 - 07,,,E12000004,East Midlands region,8.26,7.77,8.78,1069.00,13100562.00,Persons,All ages,
Suicide rate,2005 - 07,,,E12000005,West Midlands region,7.62,7.19,8.06,1197.00,16248132.00,Persons,All ages,
Suicide rate,2005 - 07,,,E12000006,East of England region,7.86,7.44,8.30,1294.00,16822481.00,Persons,All ages,
Suicide rate,2005 - 07,,,E12000007,London region,8.21,7.81,8.62,1753.00,22810307.00,Persons,All ages,
Suicide rate,2005 - 07,,,E12000008,South East region,8.16,7.80,8.53,1984.00,24825148.00,Persons,All ages,
Suicide rate,2005 - 07,,,E12000009,South West region,8.71,8.25,9.20,1323.00,15376498.00,Persons,All ages,
Suicide rate,2006 - 08,,,E12000001,North East region,8.84,8.19,9.54,676.00,7683925.00,Persons,All ages,
Suicide rate,2006 - 08,,,E12000002,North West region,9.26,8.84,9.68,1888.00,20789409.00,Persons,All ages,
Suicide rate,2006 - 08,,,E12000003,Yorkshire and the Humber region,8.45,7.99,8.93,1282.00,15496829.00,Persons,All ages,
Suicide rate,2006 - 08,,,E12000004,East Midlands region,7.94,7.46,8.44,1037.00,13212575.00,Persons,All ages,
Suicide rate,2006 - 08,,,E12000005,West Midlands region,7.79,7.36,8.24,1239.00,16363685.00,Persons,All ages,
Suicide rate,2006 - 08,,,E12000006,East of England region,8.05,7.62,8.49,1336.00,16968178.00,Persons,All ages,
Suicide rate,2006 - 08,,,E12000007,London region,7.86,7.47,8.26,1726.00,23103459.00,Persons,All ages,
Suicide rate,2006 - 08,,,E12000008,South East region,7.98,7.63,8.34,1957.00,25048651.00,Persons,All ages,
Suicide rate,2006 - 08,,,E12000009,South West region,8.57,8.11,9.05,1312.00,15495421.00,Persons,All ages,
Suicide rate,2007 - 09,,,E12000001,North East region,8.98,8.32,9.68,686.00,7706798.00,Persons,All ages,
Suicide rate,2007 - 09,,,E12000002,North West region,9.55,9.13,9.98,1958.00,20873980.00,Persons,All ages,
Suicide rate,2007 - 09,,,E12000003,Yorkshire and the Humber region,8.38,7.93,8.86,1280.00,15586157.00,Persons,All ages,
Suicide rate,2007 - 09,,,E12000004,East Midlands region,8.01,7.53,8.51,1052.00,13317552.00,Persons,All ages,
Suicide rate,2007 - 09,,,E12000005,West Midlands region,7.96,7.53,8.41,1277.00,16476171.00,Persons,All ages,
Suicide rate,2007 - 09,,,E12000006,East of England region,7.94,7.51,8.38,1335.00,17113327.00,Persons,All ages,
Suicide rate,2007 - 09,,,E12000007,London region,7.60,7.22,7.99,1710.00,23448228.00,Persons,All ages,
Suicide rate,2007 - 09,,,E12000008,South East region,8.13,7.78,8.50,2009.00,25268712.00,Persons,All ages,
Suicide rate,2007 - 09,,,E12000009,South West region,8.90,8.44,9.39,1372.00,15602402.00,Persons,All ages,
Suicide rate,2008 - 10,,,E12000001,North East region,9.17,8.50,9.88,704.00,7731621.00,Persons,All ages,
Suicide rate,2008 - 10,,,E12000002,North West region,9.43,9.01,9.86,1936.00,20964624.00,Persons,All ages,
Suicide rate,2008 - 10,,,E12000003,Yorkshire and the Humber region,8.06,7.61,8.52,1235.00,15676807.00,Persons,All ages,
Suicide rate,2008 - 10,,,E12000004,East Midlands region,7.77,7.30,8.26,1030.00,13419849.00,Persons,All ages,
Suicide rate,2008 - 10,,,E12000005,West Midlands region,8.49,8.04,8.95,1363.00,16590113.00,Persons,All ages,
Suicide rate,2008 - 10,,,E12000006,East of England region,8.01,7.59,8.45,1357.00,17267195.00,Persons,All ages,
Suicide rate,2008 - 10,,,E12000007,London region,7.62,7.24,8.01,1735.00,23816250.00,Persons,All ages,
Suicide rate,2008 - 10,,,E12000008,South East region,8.33,7.97,8.70,2070.00,25495092.00,Persons,All ages,
Suicide rate,2008 - 10,,,E12000009,South West region,9.39,8.91,9.89,1452.00,15693135.00,Persons,All ages,
Suicide rate,2009 - 11,,,E12000001,North East region,9.73,9.04,10.46,745.00,7758750.00,Persons,All ages,
Suicide rate,2009 - 11,,,E12000002,North West region,9.67,9.25,10.11,1997.00,21062038.00,Persons,All ages,
Suicide rate,2009 - 11,,,E12000003,Yorkshire and the Humber region,8.09,7.64,8.55,1245.00,15766344.00,Persons,All ages,
Suicide rate,2009 - 11,,,E12000004,East Midlands region,7.99,7.52,8.49,1061.00,13516172.00,Persons,All ages,
Suicide rate,2009 - 11,,,E12000005,West Midlands region,8.24,7.80,8.70,1330.00,16702540.00,Persons,All ages,
Suicide rate,2009 - 11,,,E12000006,East of England region,7.90,7.49,8.34,1351.00,17421263.00,Persons,All ages,
Suicide rate,2009 - 11,,,E12000007,London region,7.55,7.17,7.93,1729.00,24208496.00,Persons,All ages,
Suicide rate,2009 - 11,,,E12000008,South East region,8.48,8.12,8.85,2128.00,25721477.00,Persons,All ages,
Suicide rate,2009 - 11,,,E12000009,South West region,9.82,9.33,10.33,1526.00,15788922.00,Persons,All ages,
Suicide rate,2010 - 12,,,E12000001,North East region,9.83,9.13,10.56,754.00,7785619.00,Persons,All ages,
Suicide rate,2010 - 12,,,E12000002,North West region,9.63,9.21,10.06,1995.00,21160219.00,Persons,All ages,
Suicide rate,2010 - 12,,,E12000003,Yorkshire and the Humber region,8.57,8.11,9.05,1326.00,15859691.00,Persons,All ages,
Suicide rate,2010 - 12,,,E12000004,East Midlands region,7.99,7.52,8.49,1064.00,13612250.00,Persons,All ages,
Suicide rate,2010 - 12,,,E12000005,West Midlands region,8.22,7.78,8.68,1336.00,16817102.00,Persons,All ages,
Suicide rate,2010 - 12,,,E12000006,East of England region,7.94,7.52,8.37,1368.00,17577168.00,Persons,All ages,
Suicide rate,2010 - 12,,,E12000007,London region,7.49,7.13,7.87,1736.00,24574271.00,Persons,All ages,
Suicide rate,2010 - 12,,,E12000008,South East region,8.36,8.01,8.72,2123.00,25955292.00,Persons,All ages,
Suicide rate,2010 - 12,,,E12000009,South West region,9.78,9.29,10.28,1531.00,15901738.00,Persons,All ages,
Suicide rate,2011 - 13,,,E12000001,North East region,10.62,9.90,11.38,814.00,7809232.00,Persons,All ages,
Suicide rate,2011 - 13,,,E12000002,North West region,10.09,9.66,10.53,2095.00,21243559.00,Persons,All ages,
Suicide rate,2011 - 13,,,E12000003,Yorkshire and the Humber region,9.33,8.86,9.83,1448.00,15942614.00,Persons,All ages,
Suicide rate,2011 - 13,,,E12000004,East Midlands region,8.41,7.93,8.92,1126.00,13703610.00,Persons,All ages,
Suicide rate,2011 - 13,,,E12000005,West Midlands region,8.34,7.90,8.80,1363.00,16925948.00,Persons,All ages,
Suicide rate,2011 - 13,,,E12000006,East of England region,7.95,7.53,8.38,1379.00,17724082.00,Persons,All ages,
Suicide rate,2011 - 13,,,E12000007,London region,7.20,6.84,7.57,1678.00,24929319.00,Persons,All ages,
Suicide rate,2011 - 13,,,E12000008,South East region,8.83,8.46,9.20,2260.00,26170287.00,Persons,All ages,
Suicide rate,2011 - 13,,,E12000009,South West region,10.07,9.58,10.58,1595.00,16018064.00,Persons,All ages,
Suicide rate,2012 - 14,,,E12000001,North East region,11.03,10.29,11.80,846.00,7831501.00,Persons,All ages,
Suicide rate,2012 - 14,,,E12000002,North West region,10.32,9.88,10.76,2147.00,21320589.00,Persons,All ages,
Suicide rate,2012 - 14,,,E12000003,Yorkshire and the Humber region,9.26,8.78,9.75,1435.00,16014429.00,Persons,All ages,
Suicide rate,2012 - 14,,,E12000004,East Midlands region,8.79,8.29,9.31,1187.00,13803575.00,Persons,All ages,
Suicide rate,2012 - 14,,,E12000005,West Midlands region,9.14,8.68,9.61,1501.00,17030565.00,Persons,All ages,
Suicide rate,2012 - 14,,,E12000006,East of England region,8.08,7.66,8.51,1416.00,17880047.00,Persons,All ages,
Suicide rate,2012 - 14,,,E12000007,London region,7.01,6.66,7.38,1645.00,25263601.00,Persons,All ages,
Suicide rate,2012 - 14,,,E12000008,South East region,9.02,8.66,9.40,2330.00,26391321.00,Persons,All ages,
Suicide rate,2012 - 14,,,E12000009,South West region,10.11,9.62,10.62,1615.00,16140536.00,Persons,All ages,
Under 75 mortality rate: cardiovascular,2002 - 04,,,E12000001,North East region,156.55,153.44,159.71,9672.33,7044726.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2002 - 04,,,E12000002,North West region,154.62,152.68,156.57,24584.64,18921322.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2002 - 04,,,E12000003,Yorkshire and the Humber region,136.26,134.14,138.41,15849.97,13945410.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2002 - 04,,,E12000004,East Midlands region,132.81,130.54,135.10,13230.97,11794687.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2002 - 04,,,E12000005,West Midlands region,138.44,136.37,140.54,17116.20,14771590.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2002 - 04,,,E12000006,East of England region,111.09,109.27,112.93,14328.13,15111353.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2002 - 04,,,E12000007,London region,137.44,135.43,139.47,18326.53,20939045.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2002 - 04,,,E12000008,South East region,109.44,107.93,110.96,20331.01,22313593.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2002 - 04,,,E12000009,South West region,107.41,105.60,109.23,13540.42,13623712.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2003 - 05,,,E12000001,North East region,145.33,142.34,148.37,9028.16,7046114.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2003 - 05,,,E12000002,North West region,144.63,142.76,146.51,23178.89,18997327.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2003 - 05,,,E12000003,Yorkshire and the Humber region,127.67,125.63,129.74,15001.17,14047233.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2003 - 05,,,E12000004,East Midlands region,122.27,120.11,124.46,12326.69,11890479.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2003 - 05,,,E12000005,West Midlands region,130.02,128.02,132.04,16222.63,14839327.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2003 - 05,,,E12000006,East of England region,104.15,102.40,105.93,13600.95,15221996.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2003 - 05,,,E12000007,London region,128.42,126.47,130.38,17177.11,21086304.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2003 - 05,,,E12000008,South East region,101.90,100.45,103.36,19141.32,22454638.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2003 - 05,,,E12000009,South West region,100.33,98.60,102.09,12768.61,13721149.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2004 - 06,,,E12000001,North East region,133.27,130.42,136.18,8304.13,7051366.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2004 - 06,,,E12000002,North West region,135.42,133.62,137.23,21854.05,19071981.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2004 - 06,,,E12000003,Yorkshire and the Humber region,120.42,118.45,122.42,14280.98,14145735.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2004 - 06,,,E12000004,East Midlands region,112.84,110.78,114.94,11519.79,11989333.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2004 - 06,,,E12000005,West Midlands region,120.55,118.63,122.49,15170.31,14915095.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2004 - 06,,,E12000006,East of England region,97.63,95.95,99.34,12900.34,15333139.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2004 - 06,,,E12000007,London region,118.14,116.28,120.03,15847.21,21289889.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2004 - 06,,,E12000008,South East region,93.96,92.58,95.36,17828.15,22614578.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2004 - 06,,,E12000009,South West region,93.04,91.38,94.73,11949.99,13819502.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2005 - 07,,,E12000001,North East region,123.68,120.93,126.47,7746.90,7064966.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2005 - 07,,,E12000002,North West region,127.36,125.63,129.12,20714.81,19145982.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2005 - 07,,,E12000003,Yorkshire and the Humber region,113.90,111.99,115.84,13663.78,14235522.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2005 - 07,,,E12000004,East Midlands region,104.98,103.00,106.98,10869.82,12089087.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2005 - 07,,,E12000005,West Midlands region,112.48,110.64,114.35,14299.81,15004271.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2005 - 07,,,E12000006,East of England region,90.73,89.11,92.36,12152.15,15455052.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2005 - 07,,,E12000007,London region,110.48,108.68,112.30,14899.63,21547015.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2005 - 07,,,E12000008,South East region,88.44,87.10,89.78,17014.77,22804561.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2005 - 07,,,E12000009,South West region,87.43,85.83,89.06,11372.03,13935267.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2006 - 08,,,E12000001,North East region,115.42,112.78,118.10,7303.12,7079276.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2006 - 08,,,E12000002,North West region,120.20,118.53,121.90,19788.12,19220796.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2006 - 08,,,E12000003,Yorkshire and the Humber region,109.31,107.45,111.19,13293.41,14314511.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2006 - 08,,,E12000004,East Midlands region,98.74,96.84,100.66,10399.17,12187805.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2006 - 08,,,E12000005,West Midlands region,104.52,102.76,106.31,13444.35,15103694.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2006 - 08,,,E12000006,East of England region,85.35,83.80,86.92,11629.98,15577612.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2006 - 08,,,E12000007,London region,104.87,103.12,106.64,14233.44,21836408.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2006 - 08,,,E12000008,South East region,82.87,81.59,84.16,16211.25,22999022.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2006 - 08,,,E12000009,South West region,82.77,81.22,84.34,10934.89,14038147.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2007 - 09,,,E12000001,North East region,106.83,104.31,109.40,6858.52,7095650.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2007 - 09,,,E12000002,North West region,113.62,112.00,115.25,18960.25,19292789.00,Persons,<75 yrs,
